Identifier,Title,Start date,End date,Number of deaths
IBD026518,"Teenager vs Woman, Ondo",05/03/2023,05/03/2023,1
IBD026504,"Gunmen vs Village Head, Kano",05/03/2023,05/03/2023,1
IBD027424,"Man vs Brother, Kaduna",04/03/2023,04/03/2023,1
IBD026515,"Soldiers Kill Superior, Sokoto",04/03/2023,04/03/2023,3
IBD026553,"Herdsmen vs Man, Nasarawa",04/03/2023,04/03/2023,1
IBD026513,"Assailants vs Police Officers, Anambra",04/03/2023,04/03/2023,1
IBD026505,"Gunmen vs Police, Zamfara",04/03/2023,04/03/2023,5
IBD026512,"Political Violence, Oyo",04/03/2023,04/03/2023,1
IBD026509,"Friend vs Man, Anambra",04/03/2023,04/03/2023,1
IBD026506,"Gunmen vs Cleric, Plateau",04/03/2023,04/03/2023,3
IBD026527,"Domestic Violence, Edo",04/03/2023,04/03/2023,1
IBD026514,"Herdsmen Attack, Edo",04/03/2023,04/03/2023,3
IBD026501,"ISWAP vs Boko Haram, Borno",03/03/2023,03/03/2023,15
IBD026531,"Ritual Killings, FCT (Abuja)",03/03/2023,03/03/2023,1
IBD026510,"Police vs Kidnappers, Bauchi",03/03/2023,03/03/2023,2
IBD026508,"Herdsmen Attack, Benue",03/03/2023,06/03/2023,42
IBD026517,"Army vs Terrorists, Niger",03/03/2023,03/03/2023,1
IBD026494,"Auto Crash, Ogun",03/03/2023,03/03/2023,3
IBD026503,"Gunmen vs Vigilante, Rivers",03/03/2023,03/03/2023,1
IBD026497,"Army vs Bandits, Kaduna",03/03/2023,03/03/2023,1
IBD026495,"Pipeline Explosion, Rivers",03/03/2023,03/03/2023,13
IBD029759,"Gunmen Attack, Kaduna",02/03/2023,02/03/2023,2
IBD026523,"Man vs Wife, Anambra",02/03/2023,02/03/2023,1
IBD026483,"Policeman Kill Lover, Kwara",02/03/2023,02/03/2023,1
IBD026522,"Gunmen Kill 2, Nasarwa",02/03/2023,02/03/2023,2
IBD026747,"Man vs Brother, Kano",02/03/2023,02/03/2023,1
IBD026500,"Armed Robbery vs Police, Ondo",02/03/2023,02/03/2023,1
IBD026486,"Auto Crash, Kwara",02/03/2023,02/03/2023,2
IBD026484,"Police vs Terrorists, Katsina",02/03/2023,02/03/2023,2
IBD026665,"Cult Killing, Edo",01/03/2023,01/03/2023,1
IBD026482,"Electrocution, Lagos",01/03/2023,01/03/2023,1
IBD026496,"Auto Crash, Jigawa",01/03/2023,01/03/2023,4
IBD026491,"Inferno, Borno",01/03/2023,01/03/2023,3
IBD026490,"Robbers vs Woman, Oyo",01/03/2023,01/03/2023,1
IBD026712,"Hoodlums vs Police Officer, Benue",01/03/2023,01/03/2023,1
IBD026489,"Police vs Kidnappers, Oyo",01/03/2023,01/03/2023,1
IBD026717,"Generator Fumes, Lagos",01/03/2023,01/03/2023,5
IBD026493,"Bandits Attack, Kaduna",01/03/2023,01/03/2023,1
IBD026478,"Suspected Herdsmen vs Farmer, Niger",28/02/2023,28/02/2023,1
IBD026366,"Assailants vs Pregnant Woman, Benue",28/02/2023,28/02/2023,1
IBD026485,"Inferno, Lagos",28/02/2023,28/02/2023,1
IBD026475,"Herdsmen Attack, Benue",28/02/2023,28/02/2023,7
IBD026466,"Couple Found Dead, Ogun",27/02/2023,27/02/2023,2
IBD026474,"Political Issue, Ebonyi",27/02/2023,27/02/2023,1
IBD026788,"Herdsmen Attack, Benue",27/02/2023,07/03/2023,244
IBD026463,"Political Violence, Kano",26/02/2023,26/02/2023,1
IBD026458,"Political Violence, Ondo",26/02/2023,26/02/2023,1
IBD026511,"Soldier vs Boy, Lagos",26/02/2023,26/02/2023,2
IBD026464,"Political Issue, Benue",26/02/2023,26/02/2023,1
IBD026499,"ISWAP vs Boko Haram, Borno",26/02/2023,27/02/2023,200
IBD026456,"Herdsmen Kill 13, Benue",26/02/2023,26/02/2023,13
IBD026470,"Political Violence, Kano",26/02/2023,26/02/2023,5
IBD026457,"Election Crisis, Rivers",25/02/2023,25/02/2023,2
IBD026455,"Election Crisis, Kogi",25/02/2023,25/02/2023,1
IBD026492,"Starvation, Kano",25/02/2023,25/02/2023,1
IBD026507,"Assailants vs Fulani Youths, Plateau",25/02/2023,25/02/2023,3
IBD026467,"Political Violence, Edo",25/02/2023,25/02/2023,2
IBD026465,"Man vs Brother, Abia",25/02/2023,25/02/2023,2
IBD026459,"Election Crisis, Taraba",25/02/2023,25/02/2023,1
IBD026471,"Gunmen vs INEC Official, Delta",25/02/2023,25/02/2023,1
IBD026479,"Political Violence, Lagos",25/02/2023,25/02/2023,1
IBD026566,"Gunmen Attack, Ebonyi",25/02/2023,25/02/2023,1
IBD026461,"Auto Crash, Bauchi",25/02/2023,25/02/2023,3
IBD026468,"Political Violence, Akwa Ibom",25/02/2023,25/02/2023,2
IBD026476,"Political Violence, Gombe",25/02/2023,25/02/2023,10
IBD027490,"Political Issue, Gombe",25/02/2023,25/02/2023,1
IBD027909,"Cultist Kills Man, Ondo",24/02/2023,25/02/2023,3
IBD026473,"NDLEA vs Hoodlums, Taraba",24/02/2023,24/02/2023,1
IBD026462,"Bandits Attack, Niger",24/02/2023,24/02/2023,2
IBD026469,"Auto Crash/Election, FCT (Abuja)",24/02/2023,24/02/2023,1
IBD026453,"Boko Haram/Election Crisis, Borno",24/02/2023,24/02/2023,1
IBD026480,"Man Dies, Lagos",24/02/2023,24/02/2023,1
IBD026450,"Gunmen Attack, Delta",24/02/2023,24/02/2023,2
IBD026460,"Auto Crash/Election, FCT (Abuja)",24/02/2023,24/02/2023,3
IBD026472,"Troops vs Bandits, Kaduna",23/02/2023,23/02/2023,5
IBD026448,"Political Violence, Ebonyi",23/02/2023,23/02/2023,1
IBD026454,"Inferno, Kaduna",23/02/2023,23/02/2023,8
IBD026442,"Political Violence, Kano",23/02/2023,23/02/2023,5
IBD026452,"Political Violence, Imo",23/02/2023,23/02/2023,1
IBD026445,"Auto Crash, Bauchi",23/02/2023,23/02/2023,15
IBD026393,"Police Kill Kidnapper, Rivers",23/02/2023,23/02/2023,1
IBD026437,"Political Crisis, Osun",22/02/2023,22/02/2023,2
IBD026441,"Herdsmen Attack, Benue",22/02/2023,22/02/2023,2
IBD026444,"Political Violence, Ebonyi",22/02/2023,22/02/2023,1
IBD026443,"Herdsmen Attack, Benue",22/02/2023,22/02/2023,1
IBD026438,"Political Crisis, Osun",22/02/2023,22/02/2023,5
IBD026439,"Herdsmen Attack, Benue",22/02/2023,22/02/2023,1
IBD026578,"Man vs Wife, Benue",22/02/2023,22/02/2023,1
IBD026451,"Lady vs Estate Agent, Benue",22/02/2023,22/02/2023,1
IBD026638,"Dog Bite, Lagos",22/02/2023,22/02/2023,1
IBD026446,"Political Violence, Enugu",22/02/2023,22/02/2023,5
IBD026440,"Herdsmen Attack, Benue",22/02/2023,22/02/2023,3
IBD026447,"Political Violence, Enugu",22/02/2023,22/02/2023,2
IBD029117,"Fulani Herdsmen Attacjk, Enugu",21/02/2023,22/02/2023,7
IBD026430,"Gunmen vs Woman, Imo",21/02/2023,21/02/2023,1
IBD026433,"Auto Crash, Lagos",21/02/2023,21/02/2023,2
IBD026435,"Explosion, Delta",20/02/2023,20/02/2023,30
IBD026423,"Gunmen vs Police Officers, Anambra",20/02/2023,20/02/2023,7
IBD026436,"Army vs ISWAP, Yobe",20/02/2023,20/02/2023,25
IBD026547,"Landlord's Son vs Tenant, Lagos",20/02/2023,20/02/2023,1
IBD026432,"Police vs Kidnappers, Kwara",20/02/2023,20/02/2023,2
IBD026419,"Security Agents vs Gunmen, Anambra",19/02/2023,19/02/2023,6
IBD026449,"Pregnant Woman vs Woman, Bayelsa",19/02/2023,19/02/2023,1
IBD026424,"Inferno, Kwara",19/02/2023,19/02/2023,1
IBD026426,"Political Violence, Kano",19/02/2023,19/02/2023,1
IBD026427,"Auto Crash, Ebonyi",18/02/2023,18/02/2023,8
IBD026415,"Gunmen Attack, Anambra",18/02/2023,18/02/2023,3
IBD026421,"Motor Boy Drowns, Oyo",18/02/2023,18/02/2023,1
IBD026420,"Political Violence, Ebonyi",18/02/2023,18/02/2023,1
IBD026417,"Hunting Accident, Ondo",17/02/2023,17/02/2023,1
IBD026414,"Police vs Protesters, Abia",17/02/2023,17/02/2023,4
IBD026422,"Hoodlums Kill 4, Ebonyi",17/02/2023,17/02/2023,4
IBD026418,"Political Violence, Osun",17/02/2023,17/02/2023,2
IBD026619,"Medical Negligence, Lagos",17/02/2023,17/02/2023,1
IBD026414,"Police vs Protesters, Abia",17/02/2023,17/02/2023,4
IBD026502,"Fulani Herdsmen, Enugu",17/02/2023,17/02/2023,2
IBD026428,"Transport Worker vs Colleague, Lagos",16/02/2023,16/02/2023,1
IBD026408,"Auto Crash, Lagos",16/02/2023,16/02/2023,1
IBD026425,"Baby Buried, Akwa Ibom",16/02/2023,16/02/2023,1
IBD026406,"Inferno, Lagos",16/02/2023,16/02/2023,1
IBD026975,"Political Violence, Osun",16/02/2023,18/03/2023,13
IBD026410,"Security Operatives vs Bandits, Kaduna",16/02/2023,16/02/2023,7
IBD026412,"Police vs Woman, Adamawa",16/02/2023,16/02/2023,1
IBD026405,"Gunmen Attack, Bayelsa",15/02/2023,15/02/2023,3
IBD026404,"Police vs Soldier, Lagos",15/02/2023,15/02/2023,1
IBD026411,"Security Operatives vs Protesters, Ogun",15/02/2023,16/02/2023,2
IBD026394,"Security Operatives vs Protesters, Edo",15/02/2023,15/02/2023,4
IBD026409,"Student Drowns, Ondo",15/02/2023,15/02/2023,1
IBD026395,"Auto Crash, Kwara",15/02/2023,15/02/2023,6
IBD026557,"Police vs Man, Delta",15/02/2023,15/02/2023,1
IBD026407,"Medical Negligence, Kano",15/02/2023,15/02/2023,1
IBD026752,"Found Dead, Lagos",15/02/2023,15/02/2023,1
IBD026402,"Drown, FCT",15/02/2023,15/02/2023,1
IBD027075,"Vigilante vs Man, Edo",15/02/2023,15/02/2023,1
IBD026396,"Cult Killing, Rivers",14/02/2023,14/02/2023,10
IBD026403,"Police vs Soldiers, Ogun",14/02/2023,14/02/2023,1
IBD026487,"Hors-Riding Accident, Rivers",14/02/2023,14/02/2023,1
IBD026398,"Kidnappers vs Woman, Anambra",14/02/2023,14/02/2023,1
IBD026400,"Gunmen Attack, FCT (Abuja)",14/02/2023,14/02/2023,2
IBD026397,"Gunmen kill Politician Foster Son, Lagos",13/02/2023,13/02/2023,1
IBD026374,"Police vs Gunmen, Anambra",13/02/2023,13/02/2023,1
IBD026401,"Police Kill 2, Katsina",13/02/2023,13/02/2023,2
IBD026392,"Drown, Kano",13/02/2023,13/02/2023,1
IBD026399,"Man vs Brother, Rivers",13/02/2023,13/02/2023,1
IBD026375,"Rape Victim, Rivers",12/02/2023,12/02/2023,1
IBD026386,"2 Killed, Plateau",12/02/2023,12/02/2023,2
IBD026390,"Boko Haram, Borno",12/02/2023,12/02/2023,8
IBD026391,"Cult Clash, Benue",12/02/2023,12/02/2023,7
IBD026378,"Auto Crash, Lagos",12/02/2023,12/02/2023,5
IBD026376,"Auto Crash, Lagos",12/02/2023,12/02/2023,1
IBD026377,"Auto Crash, Niger",12/02/2023,12/02/2023,7
IBD026367,"Auto Crash, Ogun",12/02/2023,12/02/2023,1
IBD029895,"Rape to Death, Rivers",12/02/2023,12/02/2023,1
IBD026389,"Farmers vs Herders, Kogi",11/02/2023,11/02/2023,1
IBD026361,"Bandits vs Policemen, Niger",11/02/2023,11/02/2023,6
IBD026362,"Political Violence, Lagos",11/02/2023,11/02/2023,1
IBD026388,"Cult Clash, Lagos",11/02/2023,11/02/2023,2
IBD026364,"Soldiers vs Boko Haram, Borno",10/02/2023,11/02/2023,36
IBD026363,"Political Violence, Jigawa",10/02/2023,10/02/2023,1
IBD026357,"Gunmen vs Policemen, Anambra",10/02/2023,10/02/2023,3
IBD026864,"Medical Negligence, Lagos",10/02/2023,10/02/2023,1
IBD026345,"Cultism, Cross River",09/02/2023,09/02/2023,1
IBD026349,"Rape, Benue",09/02/2023,09/02/2023,1
IBD026358,"Army vs Bandits, Kaduna",09/02/2023,10/02/2023,4
IBD026347,"Communal Clash, Ebonyi",09/02/2023,09/02/2023,1
IBD026354,"Police vs Armed Robber, Gombe",09/02/2023,09/02/2023,1
IBD026360,"Kidnappers vs Farmer, Ondo",09/02/2023,09/02/2023,1
IBD026355,"Herdsmen Attack, Benue",09/02/2023,09/02/2023,4
IBD026359,"Student Dies, Lagos",09/02/2023,09/02/2023,1
IBD026346,"Soldier vs Man, Lagos",09/02/2023,09/02/2023,1
IBD026351,"Auto Crash, Ogun",09/02/2023,09/02/2023,1
IBD026369,"Gunmen Kill Student, FCT (Abuja)",09/02/2023,09/02/2023,1
IBD026348,"Gunmen vs Soldiers, Delta",09/02/2023,09/02/2023,6
IBD026350,"Cult Clash, Benue",08/02/2023,09/02/2023,3
IBD026416,"Woman Dies, Nasarawa",08/02/2023,08/02/2023,1
IBD026585,"Assailants vs Man, Lagos",08/02/2023,08/02/2023,1
IBD026340,"Gunmen Attack, Kaduna",07/02/2023,07/02/2023,2
IBD026365,"Woman Dies, Kaduna",07/02/2023,07/02/2023,1
IBD026334,"Cultists vs Lecturer, Anambra",07/02/2023,07/02/2023,1
IBD026352,"Market Crisis, Bauchi",07/02/2023,07/02/2023,1
IBD026337,"Herdsmen Attack, Enugu",07/02/2023,07/02/2023,1
IBD026371,"Man vs Bus Driver, Lagos",07/02/2023,07/02/2023,1
IBD026344,"Political Violence, Ogun",07/02/2023,07/02/2023,1
IBD026335,"Auto Crash, Niger",06/02/2023,06/02/2023,1
IBD026341,"Auto Crash, Delta",06/02/2023,06/02/2023,2
IBD026338,"Auto Crash, Yobe",06/02/2023,06/02/2023,3
IBD026326,"Corpse, Lagos",06/02/2023,06/02/2023,1
IBD026562,"Security Guard vs House Help, Lagos",06/02/2023,06/02/2023,1
IBD026332,"Communal Clash, Anambra",06/02/2023,06/02/2023,7
IBD026329,"Political Violence, Ebonyi",06/02/2023,06/02/2023,1
IBD026328,"Shooting, Plateau",05/02/2023,05/02/2023,4
IBD026336,"Soldiers vs Man, Kaduna",05/02/2023,05/02/2023,1
IBD026339,"Auto Crash, Kwara",04/02/2023,04/02/2023,1
IBD026316,"Herdsmen Attack, Ondo",04/02/2023,04/02/2023,7
IBD026319,"Ship Accident, Lagos",04/02/2023,04/02/2023,6
IBD026320,"Political Violence, Oyo",04/02/2023,04/02/2023,2
IBD026722,"Lady Found Dead, Ogun",04/02/2023,04/02/2023,1
IBD026311,"Decomposed Corps, Taraba",03/02/2023,03/02/2023,7
IBD026323,"Auto Crash, Lagos",03/02/2023,03/02/2023,1
IBD026324,"Political Violence, Cross River",03/02/2023,03/02/2023,3
IBD026318,"Building Collapse, Rivers",03/02/2023,03/02/2023,3
IBD026342,"Found Dead, Delta",03/02/2023,03/02/2023,1
IBD026313,"Auto Crash, Ogun",03/02/2023,03/02/2023,1
IBD026322,"Auto Crash, Rivers",03/02/2023,03/02/2023,9
IBD026315,"Gunmen Attack, Kaduna",03/02/2023,03/02/2023,2
IBD026321,"Gunmen vs Security Operatives, Anambra",03/02/2023,03/02/2023,3
IBD026543,"Men vs Brothers, Oyo",03/02/2023,03/02/2023,2
IBD026325,"Gunmen vs Judge, Imo",02/02/2023,02/02/2023,1
IBD026314,"Gunmen vs Governorship Candidate, Ebonyi",02/02/2023,02/02/2023,1
IBD026327,"Car Thief, Lagos",02/02/2023,02/02/2023,1
IBD026330,"Herdsmen vs Soldiers, Benue",02/02/2023,04/02/2023,4
IBD026309,"Cult Killing, Anambra",02/02/2023,02/02/2023,1
IBD026305,"Gunmen Attack, Anambra",01/02/2023,01/02/2023,1
IBD026303,"Inferno, Kaduna",01/02/2023,01/02/2023,3
IBD026317,"Banditry, Katsina",01/02/2023,03/02/2023,79
IBD026312,"Bandits vs Vigilante, Katsina",01/02/2023,02/02/2023,53
IBD026307,"Building Collapse, FCT (Abuja)",01/02/2023,01/02/2023,3
IBD026343,"Medical Negligence, Lagos",01/02/2023,01/02/2023,1
IBD026836,"Auto Crash, Gombe",01/02/2023,01/02/2023,24
IBD018315,"Son vs Father, Ekiti",01/02/2023,01/02/2023,1
IBD025875,"Gunmen vs Community Leader, Plateau",31/01/2023,31/01/2023,1
IBD026294,"Auto Crash, Lagos",31/01/2023,31/01/2023,2
IBD026293,"Herdsmen Attack, Benue",31/01/2023,31/01/2023,2
IBD026306,"Political Violence, Oyo",31/01/2023,31/01/2023,2
IBD026353,"Auto Crash, Rivers",31/01/2023,31/01/2023,1
IBD026300,"Political Stampede, Sokoto",31/01/2023,31/01/2023,2
IBD026297,"Tanker Explosion, Ogun",31/01/2023,31/01/2023,1
IBD026295,"Political Violence, Bauchi",30/01/2023,30/01/2023,1
IBD026304,"Banditry, Niger",30/01/2023,30/01/2023,1
IBD026287,"Found Dead, Anambra",30/01/2023,30/01/2023,1
IBD026302,"Herders vs Women, Benue",30/01/2023,30/01/2023,3
IBD026477,"Driver vs Passenger, Lagos",30/01/2023,30/01/2023,1
IBD026301,"Herdsmen vs Children, Benue",30/01/2023,30/01/2023,2
IBD026288,"Police vs Robbers, Delta",29/01/2023,29/01/2023,2
IBD026281,"Gunmen vs Police, Ebonyi",29/01/2023,29/01/2023,3
IBD026279,"Auto Crash, Ondo",29/01/2023,29/01/2023,11
IBD026280,"Auto Crash, Lagos",29/01/2023,29/01/2023,9
IBD026290,"Mysterious Death, Rivers",29/01/2023,29/01/2023,5
IBD026296,"Herdsmen Attack, Benue",29/01/2023,30/01/2023,2
IBD026298,"Herdsmen Attack, Benue",29/01/2023,29/01/2023,2
IBD026333,"Man vs Brother, Lagos",29/01/2023,29/01/2023,1
IBD026282,"Gunmen vs Soldiers, Enugu",28/01/2023,28/01/2023,2
IBD026276,"Mine Collapse, Plateau",28/01/2023,28/01/2023,5
IBD026299,"Herdsmen Attack, Benue",28/01/2023,28/01/2023,1
IBD026278,"Police vs Robber, FCT (Abuja)",28/01/2023,28/01/2023,1
IBD026283,"Auto Crash, Bauchi",28/01/2023,28/01/2023,2
IBD026284,"Army vs Boko Haram, Borno",28/01/2023,28/01/2023,32
IBD026285,"Medical Negligence, Cross River",28/01/2023,28/01/2023,1
IBD026277,"Gunmen Attack, Imo",28/01/2023,28/01/2023,2
IBD026289,"Man vs Colleague, Ebonyi",28/01/2023,28/01/2023,1
IBD026292,"Banditry, Sokoto",27/01/2023,27/01/2023,2
IBD026286,"Gunmen vs Vigilante, Ebonyi",27/01/2023,27/01/2023,2
IBD026267,"Cult Clash, Lagos",27/01/2023,27/01/2023,2
IBD026269,"Bandits vs Miners, Kaduna",26/01/2023,26/01/2023,5
IBD026270,"Auto Crash, Kogi",26/01/2023,26/01/2023,1
IBD026274,"Auto Crash, Bauchi",26/01/2023,26/01/2023,2
IBD026272,"Auto Crash, Niger",26/01/2023,26/01/2023,7
IBD026264,"Bandits Kill 2, Niger",25/01/2023,25/01/2023,2
IBD026262,"Gunmen vs Policemen, Imo",25/01/2023,25/01/2023,2
IBD026268,"Bandits vs Miners, Niger",25/01/2023,25/01/2023,6
IBD026254,"Auto Crash, Ondo",25/01/2023,25/01/2023,2
IBD026259,"NAF vs Herders, Nasarawa",24/01/2023,24/01/2023,49
IBD026257,"Man vs In-law, Delta",24/01/2023,24/01/2023,1
IBD026256,"Domestic Violence, Bayelsa",24/01/2023,24/01/2023,1
IBD026252,"NAF vs Vigilantes, Niger",24/01/2023,24/01/2023,24
IBD026266,"Gunmen vs Police Officer, Imo",24/01/2023,24/01/2023,1
IBD026260,"Political Killing, Imo",24/01/2023,24/01/2023,1
IBD026370,"Gunmen Kill Man, Lagos",24/01/2023,24/01/2023,2
IBD026261,"Political Violence, Jigawa",24/01/2023,24/01/2023,1
IBD026255,"Medical Negligence, Rivers",23/01/2023,23/01/2023,1
IBD026263,"Woman vs Step-son, Benue",23/01/2023,23/01/2023,1
IBD026248,"Army vs Bandit, Kaduna",23/01/2023,23/01/2023,1
IBD026249,"Army vs ISWAP, Borno",23/01/2023,24/01/2023,29
IBD026251,"Driver Drowns, Lagos",23/01/2023,23/01/2023,1
IBD026373,"Found Dead, Lagos",23/01/2023,23/01/2023,6
IBD026245,"Herdsmen Attack, Delta",23/01/2023,23/01/2023,2
IBD026382,"Army vs Kidnappers, Kaduna",23/01/2023,23/01/2023,3
IBD026622,"Hoodlums vs Man, Ebonyi",23/01/2023,23/01/2023,1
IBD026250,"Ritual Killing, Kaduna",23/01/2023,23/01/2023,1
IBD026247,"Army vs Bandits, Kaduna",23/01/2023,23/01/2023,2
IBD026237,"Auto Crash, Lagos",23/01/2023,23/01/2023,2
IBD026244,"Security Operatives vs Bandits, Niger",23/01/2023,23/01/2023,37
IBD026238,"Gunmen Attack, Imo",22/01/2023,22/01/2023,1
IBD026275,"Mob vs Gunman, Delta",22/01/2023,22/01/2023,1
IBD026372,"Found Dead, Lagos",22/01/2023,22/01/2023,5
IBD028004,"Domestic Violence, Ogun",22/01/2023,22/01/2023,1
IBD026253,"Robbers vs Man, Lagos",22/01/2023,22/01/2023,1
IBD026239,"Police vs Kidnappers, Kwara",22/01/2023,22/01/2023,3
IBD026243,"Hoodlums Kill 2, Anambra",22/01/2023,22/01/2023,2
IBD026231,"2 Die Inside Pit, Kano",21/01/2023,21/01/2023,2
IBD026236,"Police vs Kidnappers, Adamawa",21/01/2023,21/01/2023,1
IBD026233,"Gunmen Kill 4, Bauchi",21/01/2023,21/01/2023,5
IBD026234,"Auto Crash, Bayelsa",21/01/2023,21/01/2023,1
IBD026246,"Police vs Kidnappers, Plateau",20/01/2023,20/01/2023,1
IBD026227,"Land Grabbers vs Commercial Motorcyclist, Osun",20/01/2023,20/01/2023,1
IBD026232,"Bandits vs Councillor, Niger",20/01/2023,20/01/2023,1
IBD026222,"Cult Clash, Osun",20/01/2023,20/01/2023,2
IBD026228,"Gunmen vs Ebubeagu Commander, Ebonyi",20/01/2023,20/01/2023,1
IBD026241,"Assailants vs Man, Kogi",20/01/2023,20/01/2023,1
IBD026798,"Mysterious Deaths, Enugu",20/01/2023,26/01/2023,4
IBD026225,"Political Violence, Edo",20/01/2023,20/01/2023,1
IBD026229,"Gunmen vs Party Members, Ebonyi",20/01/2023,20/01/2023,2
IBD026226,"Vigilante vs Colleague, Edo",19/01/2023,19/01/2023,1
IBD026235,"Police vs Man, Kano",19/01/2023,19/01/2023,1
IBD026220,"Fulani Herdsmen Attack, Benue",19/01/2023,19/01/2023,9
IBD026211,"Police vs Gunmen, Imo",18/01/2023,18/01/2023,3
IBD026223,"Fulani Herdsmen Attack, Edo",18/01/2023,18/01/2023,3
IBD026209,"Building Collapse, Lagos",18/01/2023,18/01/2023,1
IBD026203,"Auto Crash, Ondo",18/01/2023,18/01/2023,4
IBD026219,"Army vs Bandits, Zamfara",18/01/2023,18/01/2023,5
IBD026368,"Gunmen Attack, Lagos",18/01/2023,18/01/2023,1
IBD026214,"Police Kill Kidnapper, Delta",18/01/2023,18/01/2023,1
IBD026205,"Auto Crash, Plateau",17/01/2023,17/01/2023,1
IBD026204,"Man Murdered, Rivers",17/01/2023,17/01/2023,1
IBD026212,"Gunmen vs Vigilantes, Kaduna",17/01/2023,17/01/2023,6
IBD026196,"Bandits Kill 3, Katsina",17/01/2023,17/01/2023,3
IBD026193,"Police vs Protester, Niger",17/01/2023,17/01/2023,1
IBD026218,"Army vs Bandits, Kebbi",17/01/2023,17/01/2023,5
IBD026199,"Cultists vs Policeman, Abia",17/01/2023,17/01/2023,3
IBD026217,"Army vs Bandits, Katsina",17/01/2023,18/01/2023,3
IBD026200,"Police vs Traders, Lagos",17/01/2023,17/01/2023,1
IBD026379,"Troops vs Bandits, Niger",17/01/2023,17/01/2023,40
IBD026207,"Herdsmen Attack, Ondo",17/01/2023,17/01/2023,3
IBD026197,"Mob vs Thief, Delta",16/01/2023,16/01/2023,1
IBD026202,"Food Poisoning, Lagos",16/01/2023,16/01/2023,1
IBD026201,"Army vs Bandits, Sokoto",16/01/2023,16/01/2023,20
IBD026213,"Police vs Kidnapper, Delta",16/01/2023,16/01/2023,1
IBD026383,"Army vs Boko Haram, Borno",16/01/2023,16/01/2023,20
IBD026198,"Army vs Bandits, Kaduna",16/01/2023,16/01/2023,2
IBD026210,"Police vs Armed Robbers, Delta",16/01/2023,16/01/2023,2
IBD026180,"Auto Crash, Lagos",15/01/2023,15/01/2023,1
IBD026168,"Gunmen Attack INEC Office, Enugu",15/01/2023,15/01/2023,1
IBD026185,"Auto Crash, Kebbi",15/01/2023,15/01/2023,18
IBD026206,"Cult Clash, Edo",15/01/2023,15/01/2023,4
IBD026208,"Auto Crash, Ebonyi",15/01/2023,15/01/2023,1
IBD026173,"Bandits vs Priest, Niger",15/01/2023,15/01/2023,1
IBD026810,"Kidnap Victim, Lagos",15/01/2023,15/01/2023,1
IBD026175,"Auto Crash, FCT (Abuja)",15/01/2023,15/01/2023,6
IBD026380,"Army vs Boko Haram, Borno",14/01/2023,14/01/2023,10
IBD026184,"Electrocution, Enugu",14/01/2023,14/01/2023,1
IBD026216,"Robbers vs Man, Kogi",14/01/2023,14/01/2023,1
IBD026176,"Auto Crash, Plateau",14/01/2023,14/01/2023,2
IBD026178,"Gunmen vs Vigilante, Kwara",14/01/2023,14/01/2023,2
IBD026181,"Man vs Mother, Delta",14/01/2023,14/01/2023,1
IBD026174,"Youths vs Village Head, Niger",14/01/2023,14/01/2023,1
IBD026177,"Assailants vs Woman, Ondo",14/01/2023,14/01/2023,1
IBD026224,"Drug Abuse, Lagos",14/01/2023,14/01/2023,1
IBD026179,"Domestic Violence, Rivers",14/01/2023,14/01/2023,1
IBD026166,"Auto Crash, Plateau",14/01/2023,14/01/2023,12
IBD026172,"Police vs Bandits, Kaduna",14/01/2023,14/01/2023,1
IBD026164,"Auto Crash, Bauchi",14/01/2023,14/01/2023,5
IBD026167,"Gunmen vs Policeman, Imo",14/01/2023,14/01/2023,1
IBD026159,"Auto Crash, Ogun",14/01/2023,14/01/2023,10
IBD026165,"Gunmen Attack, Imo",14/01/2023,14/01/2023,4
IBD026271,"Police vs Man, Lagos",14/01/2023,14/01/2023,2
IBD026498,"Driver vs Businessman, Ondo",14/01/2023,14/01/2023,1
IBD026194,"Youth Dies, FCT (Abuja)",13/01/2023,13/01/2023,1
IBD026169,"Army vs ISWAP, Borno",13/01/2023,13/01/2023,20
IBD026191,"Mob vs Man, FCT (Abuja)",13/01/2023,13/01/2023,1
IBD026158,"Auto Crash, Abia",13/01/2023,13/01/2023,8
IBD026151,"Inferno, Kaduna",13/01/2023,13/01/2023,4
IBD027548,"Woman Dies, Delta",13/01/2023,13/01/2023,1
IBD026195,"Police vs Cultist, Delta",13/01/2023,13/01/2023,1
IBD026192,"Vigilantes vs Bandits, Nasarawa",13/01/2023,13/01/2023,2
IBD026154,"Gunmen vs Vigilante Group, Delta",12/01/2023,13/01/2023,2
IBD026156,"Cult Clash, Delta",12/01/2023,12/01/2023,2
IBD026162,"Army vs Terrorists, Nasarawa",12/01/2023,12/01/2023,2
IBD026385,"Security Operatives vs Bandits, Zamfara",12/01/2023,12/01/2023,10
IBD026148,"Kidnappers vs Police, Edo",12/01/2023,12/01/2023,2
IBD026384,"Security Operatives vs Bandits, Zamfara",12/01/2023,12/01/2023,10
IBD026147,"Gunmen Attack, Anambra",12/01/2023,12/01/2023,5
IBD026160,"Jet Ski Rider Drowns, Lagos",11/01/2023,11/01/2023,1
IBD026152,"Army vs IPOB/ESN, Imo",11/01/2023,11/01/2023,5
IBD026145,"Bandits Kill Community Leader, Kaduna",11/01/2023,11/01/2023,2
IBD026155,"Auto Crash, Niger",11/01/2023,11/01/2023,1
IBD026153,"Army vs Bandits, Kaduna",11/01/2023,11/01/2023,2
